Comparisons	Profile1	Profile2
2303	4608.0	4607.0
2304	4610.0	4609.0
2305	4612.0	4611.0
2306	4613.0	4614.0
2307	4615.0	4616.0
2308	4617.0	4618.0
2309	4619.0	4620.0
2310	4622.0	4621.0
2311	4624.0	4623.0
2312	4625.0	4626.0
2313	4628.0	4627.0
2314	4629.0	4630.0
2315	4631.0	4632.0
2316	4633.0	4634.0
2317	4635.0	4636.0
2318	4637.0	4638.0
2319	4639.0	4640.0
2320	4641.0	4642.0
2321	4643.0	4644.0
2322	4645.0	4646.0
2323	4647.0	4648.0
2324	4650.0	4649.0
2325	4651.0	4652.0
2326	4653.0	4654.0
2327	4655.0	4656.0
2328	4658.0	4657.0
2329	4659.0	4660.0
2330	4661.0	4662.0
2331	4663.0	4664.0
2332	4665.0	4666.0
2333	4668.0	4667.0
2334	4670.0	4669.0
2335	4671.0	4672.0
2336	4674.0	4673.0
2337	4675.0	4676.0
2338	4677.0	4678.0
2339	4680.0	4679.0
2340	4682.0	4681.0
2341	4683.0	4684.0
2342	4685.0	4686.0
2343	4687.0	4688.0
2344	4689.0	4690.0
2345	4691.0	4692.0
2346	4694.0	4693.0
2347	4696.0	4695.0
2348	4697.0	4698.0
2349	4700.0	4699.0
2350	4702.0	4701.0
2351	4704.0	4703.0
2352	4706.0	4705.0
2353	4708.0	4707.0
2354	4710.0	4709.0
2355	4711.0	4712.0
2356	4713.0	4714.0
2357	4716.0	4715.0
2358	4717.0	4718.0
2359	4720.0	4719.0
2360	4721.0	4722.0
2361	4724.0	4723.0
2362	4725.0	4726.0
2363	4728.0	4727.0
2364	4729.0	4730.0
2365	4732.0	4731.0
2366	4733.0	4734.0
2367	4735.0	4736.0
2368	4737.0	4738.0
2369	4740.0	4739.0
2370	4742.0	4741.0
2371	4744.0	4743.0
2372	4746.0	4745.0
2373	4748.0	4747.0
2374	4749.0	4750.0
2375	4751.0	4752.0
2376	4753.0	4754.0
2377	4756.0	4755.0
2378	4758.0	4757.0
2379	4759.0	4760.0
2380	4762.0	4761.0
2381	4763.0	4764.0
2382	4765.0	4766.0
2383	4768.0	4767.0
2384	4769.0	4770.0
2385	4771.0	4772.0
2386	4774.0	4773.0
2387	4776.0	4775.0
2388	4778.0	4777.0
2389	4779.0	4780.0
2390	4781.0	4782.0
2391	4783.0	4784.0
2392	4785.0	4786.0
2393	4788.0	4787.0
2394	4789.0	4790.0
2395	4791.0	4792.0
2396	4794.0	4793.0
2397	4796.0	4795.0
2398	4797.0	4798.0
2399	4800.0	4799.0
2400	4801.0	4802.0
2401	4803.0	4804.0
2402	4805.0	4806.0
2403	4807.0	4808.0
2404	4810.0	4809.0
2405	4811.0	4812.0
2406	4814.0	4813.0
2407	4815.0	4816.0
2408	4818.0	4817.0
2409	4820.0	4819.0
2410	4822.0	4821.0
2411	4824.0	4823.0
2412	4825.0	4826.0
2413	4828.0	4827.0
2414	4830.0	4829.0
2415	4831.0	4832.0
2416	4834.0	4833.0
2417	4835.0	4836.0
2418	4837.0	4838.0
2419	4839.0	4840.0
2420	4841.0	4842.0
2421	4843.0	4844.0
2422	4846.0	4845.0
2423	4847.0	4848.0
2424	4850.0	4849.0
2425	4851.0	4852.0
2426	4853.0	4854.0
2427	4855.0	4856.0
2428	4857.0	4858.0
2429	4860.0	4859.0
2430	4862.0	4861.0
2431	4864.0	4863.0
2432	4866.0	4865.0
2433	4867.0	4868.0
2434	4869.0	4870.0
2435	4872.0	4871.0
2436	4873.0	4874.0
2437	4875.0	4876.0
2438	4878.0	4877.0
2439	4880.0	4879.0
2440	4882.0	4881.0
2441	4884.0	4883.0
2442	4886.0	4885.0
2443	4888.0	4887.0
2444	4890.0	4889.0
2445	4892.0	4891.0
2446	4894.0	4893.0
2447	4895.0	4896.0
2448	4897.0	4898.0
2449	4899.0	4900.0
2450	4902.0	4901.0
2451	4904.0	4903.0
2452	4906.0	4905.0
2453	4908.0	4907.0
2454	4910.0	4909.0
2455	4912.0	4911.0
2456	4914.0	4913.0
2457	4916.0	4915.0
2458	4917.0	4918.0
2459	4919.0	4920.0
2460	4922.0	4921.0
2461	4923.0	4924.0
2462	4925.0	4926.0
2463	4928.0	4927.0
2464	4930.0	4929.0
2465	4932.0	4931.0
2466	4933.0	4934.0
2467	4935.0	4936.0
2468	4937.0	4938.0
2469	4939.0	4940.0
2470	4942.0	4941.0
2471	4943.0	4944.0
2472	4945.0	4946.0
2473	4947.0	4948.0
2474	4950.0	4949.0
2475	4952.0	4951.0
2476	4954.0	4953.0
2477	4955.0	4956.0
2478	4957.0	4958.0
2479	4960.0	4959.0
2480	4962.0	4961.0
2481	4963.0	4964.0
2482	4965.0	4966.0
2483	4967.0	4968.0
2484	4969.0	4970.0
2485	4971.0	4972.0
2486	4973.0	4974.0
2487	4975.0	4976.0
2488	4978.0	4977.0
2489	4980.0	4979.0
2490	4982.0	4981.0
2491	4983.0	4984.0
2492	4986.0	4985.0
2493	4988.0	4987.0
2494	4989.0	4990.0
2495	4992.0	4991.0
2496	4994.0	4993.0
2497	4995.0	4996.0
2498	4998.0	4997.0
2499	5000.0	4999.0
2500	5002.0	5001.0
2501	5004.0	5003.0
2502	5005.0	5006.0
2503	5007.0	5008.0
2504	5009.0	5010.0
2505	5012.0	5011.0
2506	5013.0	5014.0
2507	5015.0	5016.0
2508	5018.0	5017.0
2509	5020.0	5019.0
2510	5021.0	5022.0
2511	5024.0	5023.0
2512	5026.0	5025.0
2513	5027.0	5028.0
2514	5029.0	5030.0
2515	5031.0	5032.0
2516	5034.0	5033.0
2517	5035.0	5036.0
2518	5037.0	5038.0
2519	5039.0	5040.0
2520	5041.0	5042.0
2521	5044.0	5043.0
2522	5045.0	5046.0
2523	5047.0	5048.0
2524	5049.0	5050.0
2525	5051.0	5052.0
2526	5053.0	5054.0
2527	5056.0	5055.0
2528	5057.0	5058.0
2529	5060.0	5059.0
2530	5061.0	5062.0
2531	5063.0	5064.0
2532	5065.0	5066.0
2533	5067.0	5068.0
2534	5070.0	5069.0
2535	5072.0	5071.0
2536	5073.0	5074.0
2537	5076.0	5075.0
2538	5077.0	5078.0
2539	5080.0	5079.0
2540	5081.0	5082.0
2541	5083.0	5084.0
2542	5085.0	5086.0
2543	5087.0	5088.0
2544	5090.0	5089.0
2545	5091.0	5092.0
2546	5093.0	5094.0
2547	5095.0	5096.0
2548	5098.0	5097.0
2549	5099.0	5100.0
2550	5102.0	5101.0
2551	5104.0	5103.0
2552	5105.0	5106.0
2553	5107.0	5108.0
2554	5110.0	5109.0
2555	5111.0	5112.0
2556	5113.0	5114.0
2557	5116.0	5115.0
2558	5118.0	5117.0
2559	5120.0	5119.0
2560	5121.0	5122.0
2561	5123.0	5124.0
2562	5126.0	5125.0
2563	5128.0	5127.0
2564	5130.0	5129.0
2565	5131.0	5132.0
2566	5133.0	5134.0
2567	5135.0	5136.0
2568	5138.0	5137.0
2569	5140.0	5139.0
2570	5141.0	5142.0
2571	5144.0	5143.0
2572	5146.0	5145.0
2573	5148.0	5147.0
2574	5149.0	5150.0
2575	5152.0	5151.0
2576	5153.0	5154.0
2577	5156.0	5155.0
2578	5157.0	5158.0
2579	5160.0	5159.0
2580	5162.0	5161.0
2581	5164.0	5163.0
2582	5166.0	5165.0
2583	5168.0	5167.0
2584	5170.0	5169.0
2585	5172.0	5171.0
2586	5173.0	5174.0
2587	5175.0	5176.0
2588	5177.0	5178.0
2589	5180.0	5179.0
2590	5181.0	5182.0
2591	5183.0	5184.0
2592	5186.0	5185.0
2593	5188.0	5187.0
2594	5189.0	5190.0
2595	5191.0	5192.0
2596	5193.0	5194.0
2597	5196.0	5195.0
2598	5197.0	5198.0
2599	5200.0	5199.0
2600	5201.0	5202.0
2601	5204.0	5203.0
2602	5206.0	5205.0
2603	5208.0	5207.0
2604	5210.0	5209.0
2605	5211.0	5212.0
2606	5213.0	5214.0
2607	5216.0	5215.0
2608	5218.0	5217.0
2609	5219.0	5220.0
2610	5222.0	5221.0
2611	5224.0	5223.0
2612	5226.0	5225.0
2613	5227.0	5228.0
2614	5229.0	5230.0
2615	5231.0	5232.0
2616	5233.0	5234.0
2617	5235.0	5236.0
2618	5238.0	5237.0
2619	5239.0	5240.0
2620	5242.0	5241.0
2621	5244.0	5243.0
2622	5245.0	5246.0
2623	5247.0	5248.0
2624	5249.0	5250.0
2625	5252.0	5251.0
2626	5253.0	5254.0
2627	5256.0	5255.0
2628	5257.0	5258.0
2629	5259.0	5260.0
2630	5262.0	5261.0
2631	5264.0	5263.0
2632	5265.0	5266.0
2633	5267.0	5268.0
2634	5269.0	5270.0
2635	5271.0	5272.0
2636	5273.0	5274.0
2637	5276.0	5275.0
2638	5277.0	5278.0
2639	5280.0	5279.0
2640	5281.0	5282.0
2641	5284.0	5283.0
2642	5285.0	5286.0
2643	5287.0	5288.0
2644	5289.0	5290.0
2645	5291.0	5292.0
2646	5293.0	5294.0
2647	5296.0	5295.0
2648	5298.0	5297.0
2649	5299.0	5300.0
2650	5302.0	5301.0
2651	5304.0	5303.0
2652	5306.0	5305.0
2653	5307.0	5308.0
2654	5309.0	5310.0
2655	5311.0	5312.0
2656	5313.0	5314.0
2657	5315.0	5316.0
2658	5318.0	5317.0
2659	5320.0	5319.0
2660	5322.0	5321.0
2661	5323.0	5324.0
2662	5325.0	5326.0
2663	5328.0	5327.0
2664	5330.0	5329.0
2665	5331.0	5332.0
2666	5334.0	5333.0
2667	5335.0	5336.0
2668	5338.0	5337.0
2669	5340.0	5339.0
2670	5341.0	5342.0
2671	5343.0	5344.0
2672	5345.0	5346.0
2673	5348.0	5347.0
2674	5349.0	5350.0
2675	5351.0	5352.0
2676	5354.0	5353.0
2677	5355.0	5356.0
2678	5357.0	5358.0
2679	5360.0	5359.0
2680	5362.0	5361.0
2681	5364.0	5363.0
2682	5366.0	5365.0
2683	5367.0	5368.0
2684	5370.0	5369.0
2685	5372.0	5371.0
2686	5373.0	5374.0
2687	5375.0	5376.0
2688	5378.0	5377.0
2689	5379.0	5380.0
2690	5381.0	5382.0
2691	5384.0	5383.0
2692	5386.0	5385.0
2693	5388.0	5387.0
2694	5390.0	5389.0
2695	5392.0	5391.0
2696	5393.0	5394.0
2697	5396.0	5395.0
2698	5397.0	5398.0
2699	5400.0	5399.0
2700	5401.0	5402.0
2701	5404.0	5403.0
2702	5405.0	5406.0
2703	5407.0	5408.0
2704	5410.0	5409.0
2705	5411.0	5412.0
2706	5414.0	5413.0
2707	5416.0	5415.0
2708	5418.0	5417.0
2709	5419.0	5420.0
2710	5422.0	5421.0
2711	5423.0	5424.0
2712	5425.0	5426.0
2713	5427.0	5428.0
2714	5429.0	5430.0
2715	5432.0	5431.0
2716	5434.0	5433.0
2717	5436.0	5435.0
2718	5437.0	5438.0
2719	5440.0	5439.0
2720	5442.0	5441.0
2721	5443.0	5444.0
2722	5446.0	5445.0
2723	5447.0	5448.0
2724	5449.0	5450.0
2725	5452.0	5451.0
2726	5454.0	5453.0
2727	5456.0	5455.0
2728	5458.0	5457.0
2729	5459.0	5460.0
2730	5461.0	5462.0
2731	5463.0	5464.0
2732	5465.0	5466.0
2733	5468.0	5467.0
2734	5469.0	5470.0
2735	5472.0	5471.0
2736	5473.0	5474.0
2737	5475.0	5476.0
2738	5478.0	5477.0
2739	5480.0	5479.0
2740	5481.0	5482.0
2741	5484.0	5483.0
2742	5485.0	5486.0
2743	5488.0	5487.0
2744	5489.0	5490.0
2745	5492.0	5491.0
2746	5494.0	5493.0
2747	5496.0	5495.0
2748	5498.0	5497.0
2749	5500.0	5499.0
2750	5502.0	5501.0
2751	5504.0	5503.0
2752	5506.0	5505.0
2753	5507.0	5508.0
2754	5509.0	5510.0
2755	5511.0	5512.0
2756	5514.0	5513.0
2757	5516.0	5515.0
2758	5518.0	5517.0
2759	5519.0	5520.0
2760	5521.0	5522.0
2761	5523.0	5524.0
2762	5525.0	5526.0
2763	5528.0	5527.0
2764	5529.0	5530.0
2765	5531.0	5532.0
2766	5534.0	5533.0
2767	5536.0	5535.0
2768	5537.0	5538.0
2769	5540.0	5539.0
2770	5542.0	5541.0
2771	5544.0	5543.0
2772	5546.0	5545.0
2773	5547.0	5548.0
2774	5550.0	5549.0
2775	5551.0	5552.0
2776	5554.0	5553.0
2777	5556.0	5555.0
2778	5557.0	5558.0
2779	5559.0	5560.0
2780	5562.0	5561.0
2781	5563.0	5564.0
2782	5566.0	5565.0
2783	5568.0	5567.0
2784	5569.0	5570.0
2785	5571.0	5572.0
2786	5573.0	5574.0
2787	5575.0	5576.0
2788	5578.0	5577.0
2789	5579.0	5580.0
2790	5581.0	5582.0
2791	5584.0	5583.0
2792	5585.0	5586.0
2793	5588.0	5587.0
2794	5589.0	5590.0
2795	5592.0	5591.0
2796	5593.0	5594.0
2797	5595.0	5596.0
2798	5597.0	5598.0
2799	5599.0	5600.0
2800	5602.0	5601.0
2801	5604.0	5603.0
2802	5606.0	5605.0
2803	5608.0	5607.0
2804	5609.0	5610.0
2805	5611.0	5612.0
2806	5613.0	5614.0
2807	5616.0	5615.0
2808	5617.0	5618.0
2809	5619.0	5620.0
2810	5622.0	5621.0
2811	5623.0	5624.0
2812	5626.0	5625.0
2813	5627.0	5628.0
2814	5630.0	5629.0
2815	5631.0	5632.0
2816	5633.0	5634.0
2817	5636.0	5635.0
2818	5638.0	5637.0
2819	5640.0	5639.0
2820	5642.0	5641.0
2821	5644.0	5643.0
2822	5645.0	5646.0
2823	5647.0	5648.0
2824	5649.0	5650.0
2825	5652.0	5651.0
2826	5653.0	5654.0
2827	5656.0	5655.0
2828	5657.0	5658.0
2829	5659.0	5660.0
2830	5662.0	5661.0
2831	5663.0	5664.0
2832	5666.0	5665.0
2833	5667.0	5668.0
2834	5669.0	5670.0
2835	5672.0	5671.0
2836	5674.0	5673.0
2837	5676.0	5675.0
2838	5677.0	5678.0
2839	5679.0	5680.0
2840	5682.0	5681.0
2841	5684.0	5683.0
2842	5685.0	5686.0
2843	5688.0	5687.0
2844	5689.0	5690.0
2845	5691.0	5692.0
2846	5694.0	5693.0
2847	5695.0	5696.0
2848	5698.0	5697.0
2849	5699.0	5700.0
2850	5701.0	5702.0
2851	5703.0	5704.0
2852	5705.0	5706.0
2853	5708.0	5707.0
2854	5710.0	5709.0
2855	5712.0	5711.0
2856	5714.0	5713.0
2857	5715.0	5716.0
2858	5717.0	5718.0
2859	5719.0	5720.0
2860	5721.0	5722.0
2861	5723.0	5724.0
2862	5726.0	5725.0
2863	5727.0	5728.0
2864	5730.0	5729.0
2865	5732.0	5731.0
2866	5733.0	5734.0
2867	5735.0	5736.0
2868	5737.0	5738.0
2869	5739.0	5740.0
2870	5742.0	5741.0
2871	5743.0	5744.0
2872	5745.0	5746.0
2873	5748.0	5747.0
2874	5749.0	5750.0
2875	5752.0	5751.0
2876	5753.0	5754.0
2877	5755.0	5756.0
2878	5758.0	5757.0
2879	5760.0	5759.0
2880	5761.0	5762.0
2881	5763.0	5764.0
2882	5766.0	5765.0
2883	5768.0	5767.0
2884	5769.0	5770.0
2885	5771.0	5772.0
2886	5773.0	5774.0
2887	5775.0	5776.0
2888	5777.0	5778.0
2889	5780.0	5779.0
2890	5782.0	5781.0
2891	5783.0	5784.0
2892	5786.0	5785.0
2893	5787.0	5788.0
2894	5789.0	5790.0
2895	5791.0	5792.0
2896	5793.0	5794.0
2897	5795.0	5796.0
2898	5798.0	5797.0
2899	5800.0	5799.0
2900	5802.0	5801.0
2901	5804.0	5803.0
2902	5805.0	5806.0
2903	5807.0	5808.0
2904	5809.0	5810.0
2905	5811.0	5812.0
2906	5813.0	5814.0
2907	5816.0	5815.0
2908	5817.0	5818.0
2909	5819.0	5820.0
2910	5821.0	5822.0
2911	5824.0	5823.0
2912	5826.0	5825.0
2913	5828.0	5827.0
2914	5829.0	5830.0
2915	5831.0	5832.0
2916	5834.0	5833.0
2917	5836.0	5835.0
2918	5838.0	5837.0
2919	5840.0	5839.0
2920	5842.0	5841.0
2921	5843.0	5844.0
2922	5846.0	5845.0
2923	5847.0	5848.0
2924	5849.0	5850.0
2925	5851.0	5852.0
2926	5854.0	5853.0
2927	5856.0	5855.0
2928	5857.0	5858.0
2929	5859.0	5860.0
2930	5862.0	5861.0
2931	5864.0	5863.0
2932	5866.0	5865.0
2933	5867.0	5868.0
2934	5870.0	5869.0
2935	5871.0	5872.0
2936	5873.0	5874.0
2937	5876.0	5875.0
2938	5878.0	5877.0
2939	5880.0	5879.0
2940	5881.0	5882.0
2941	5883.0	5884.0
2942	5886.0	5885.0
2943	5887.0	5888.0
2944	5889.0	5890.0
2945	5891.0	5892.0
2946	5894.0	5893.0
2947	5895.0	5896.0
2948	5897.0	5898.0
2949	5899.0	5900.0
2950	5902.0	5901.0
2951	5903.0	5904.0
2952	5905.0	5906.0
2953	5908.0	5907.0
2954	5909.0	5910.0
2955	5911.0	5912.0
2956	5913.0	5914.0
2957	5915.0	5916.0
2958	5917.0	5918.0
2959	5920.0	5919.0
2960	5922.0	5921.0
2961	5924.0	5923.0
2962	5925.0	5926.0
2963	5927.0	5928.0
2964	5930.0	5929.0
2965	5932.0	5931.0
2966	5934.0	5933.0
2967	5936.0	5935.0
2968	5938.0	5937.0
2969	5939.0	5940.0
2970	5942.0	5941.0
2971	5943.0	5944.0
2972	5946.0	5945.0
2973	5947.0	5948.0
2974	5950.0	5949.0
2975	5952.0	5951.0
2976	5954.0	5953.0
2977	5956.0	5955.0
2978	5957.0	5958.0
2979	5960.0	5959.0
2980	5962.0	5961.0
2981	5963.0	5964.0
2982	5965.0	5966.0
2983	5967.0	5968.0
2984	5969.0	5970.0
2985	5971.0	5972.0
2986	5973.0	5974.0
2987	5975.0	5976.0
2988	5977.0	5978.0
2989	5979.0	5980.0
2990	5981.0	5982.0
2991	5984.0	5983.0
2992	5986.0	5985.0
2993	5987.0	5988.0
2994	5990.0	5989.0
2995	5991.0	5992.0
2996	5994.0	5993.0
2997	5995.0	5996.0
2998	5997.0	5998.0
2999	6000.0	5999.0
3000	6002.0	6001.0
3001	6004.0	6003.0
3002	6005.0	6006.0
3003	6007.0	6008.0
3004	6009.0	6010.0
3005	6012.0	6011.0
3006	6013.0	6014.0
3007	6016.0	6015.0
3008	6018.0	6017.0
3009	6020.0	6019.0
3010	6022.0	6021.0
3011	6024.0	6023.0
3012	6025.0	6026.0
3013	6028.0	6027.0
3014	6029.0	6030.0
3015	6031.0	6032.0
3016	6034.0	6033.0
3017	6035.0	6036.0
3018	6037.0	6038.0
3019	6040.0	6039.0
3020	6041.0	6042.0
3021	6043.0	6044.0
3022	6045.0	6046.0
3023	6047.0	6048.0
3024	6049.0	6050.0
3025	6051.0	6052.0
3026	6054.0	6053.0
3027	6055.0	6056.0
3028	6057.0	6058.0
3029	6060.0	6059.0
3030	6062.0	6061.0
3031	6063.0	6064.0
3032	6065.0	6066.0
3033	6068.0	6067.0
3034	6069.0	6070.0
3035	6071.0	6072.0
3036	6073.0	6074.0
3037	6076.0	6075.0
3038	6078.0	6077.0
3039	6079.0	6080.0
3040	6081.0	6082.0
3041	6084.0	6083.0
3042	6086.0	6085.0
3043	6087.0	6088.0
3044	6089.0	6090.0
3045	6092.0	6091.0
3046	6093.0	6094.0
3047	6096.0	6095.0
3048	6098.0	6097.0
3049	6099.0	6100.0
3050	6101.0	6102.0
3051	6104.0	6103.0
3052	6105.0	6106.0
3053	6108.0	6107.0
3054	6110.0	6109.0
3055	6111.0	6112.0
3056	6114.0	6113.0
3057	6116.0	6115.0
3058	6117.0	6118.0
3059	6120.0	6119.0
3060	6122.0	6121.0
3061	6123.0	6124.0
3062	6126.0	6125.0
3063	6128.0	6127.0
3064	6130.0	6129.0
3065	6131.0	6132.0
3066	6133.0	6134.0
3067	6135.0	6136.0
3068	6138.0	6137.0
3069	6140.0	6139.0
3070	6141.0	6142.0
3071	6144.0	6143.0
3072	6145.0	6146.0
3073	6148.0	6147.0
3074	6149.0	6150.0
3075	6151.0	6152.0
3076	6154.0	6153.0
3077	6155.0	6156.0
3078	6157.0	6158.0
3079	6160.0	6159.0
3080	6162.0	6161.0
3081	6163.0	6164.0
3082	6165.0	6166.0
3083	6168.0	6167.0
3084	6170.0	6169.0
3085	6172.0	6171.0
3086	6174.0	6173.0
3087	6175.0	6176.0
3088	6177.0	6178.0
3089	6179.0	6180.0
3090	6182.0	6181.0
3091	6184.0	6183.0
3092	6185.0	6186.0
3093	6188.0	6187.0
3094	6190.0	6189.0
3095	6191.0	6192.0
3096	6194.0	6193.0
3097	6195.0	6196.0
3098	6198.0	6197.0
3099	6200.0	6199.0
3100	6201.0	6202.0
3101	6203.0	6204.0
3102	6205.0	6206.0
3103	6208.0	6207.0
3104	6209.0	6210.0
3105	6211.0	6212.0
3106	6214.0	6213.0
3107	6216.0	6215.0
3108	6217.0	6218.0
3109	6220.0	6219.0
3110	6222.0	6221.0
3111	6224.0	6223.0
3112	6225.0	6226.0
3113	6227.0	6228.0
3114	6229.0	6230.0
3115	6231.0	6232.0
3116	6234.0	6233.0
3117	6236.0	6235.0
3118	6238.0	6237.0
3119	6240.0	6239.0
3120	6241.0	6242.0
3121	6244.0	6243.0
3122	6245.0	6246.0
3123	6248.0	6247.0
3124	6250.0	6249.0
3125	6251.0	6252.0
3126	6253.0	6254.0
3127	6256.0	6255.0
3128	6257.0	6258.0
3129	6260.0	6259.0
3130	6262.0	6261.0
3131	6264.0	6263.0
3132	6266.0	6265.0
3133	6267.0	6268.0
3134	6269.0	6270.0
3135	6272.0	6271.0
3136	6273.0	6274.0
3137	6276.0	6275.0
3138	6278.0	6277.0
3139	6280.0	6279.0
3140	6281.0	6282.0
3141	6284.0	6283.0
3142	6285.0	6286.0
3143	6288.0	6287.0
3144	6290.0	6289.0
3145	6291.0	6292.0
3146	6294.0	6293.0
3147	6296.0	6295.0
3148	6298.0	6297.0
3149	6300.0	6299.0
3150	6302.0	6301.0
3151	6303.0	6304.0
3152	6305.0	6306.0
3153	6308.0	6307.0
3154	6309.0	6310.0
3155	6312.0	6311.0
3156	6314.0	6313.0
3157	6316.0	6315.0
3158	6318.0	6317.0
3159	6319.0	6320.0
3160	6322.0	6321.0
3161	6324.0	6323.0
3162	6326.0	6325.0
3163	6328.0	6327.0
3164	6330.0	6329.0
3165	6331.0	6332.0
3166	6333.0	6334.0
3167	6335.0	6336.0
3168	6337.0	6338.0
3169	6339.0	6340.0
3170	6342.0	6341.0
3171	6343.0	6344.0
3172	6346.0	6345.0
3173	6348.0	6347.0
3174	6350.0	6349.0
3175	6352.0	6351.0
3176	6353.0	6354.0
3177	6356.0	6355.0
3178	6358.0	6357.0
3179	6360.0	6359.0
3180	6362.0	6361.0
3181	6364.0	6363.0
3182	6365.0	6366.0
3183	6367.0	6368.0
3184	6370.0	6369.0
3185	6371.0	6372.0
3186	6373.0	6374.0
3187	6376.0	6375.0
3188	6378.0	6377.0
3189	6379.0	6380.0
3190	6382.0	6381.0
3191	6384.0	6383.0
3192	6385.0	6386.0
3193	6387.0	6388.0
3194	6390.0	6389.0
3195	6392.0	6391.0
3196	6394.0	6393.0
3197	6395.0	6396.0
3198	6397.0	6398.0
3199	6399.0	6400.0
3200	6402.0	6401.0
3201	6404.0	6403.0
3202	6405.0	6406.0
3203	6408.0	6407.0
3204	6410.0	6409.0
3205	6412.0	6411.0
3206	6413.0	6414.0
3207	6415.0	6416.0
3208	6418.0	6417.0
3209	6419.0	6420.0
3210	6421.0	6422.0
3211	6424.0	6423.0
3212	6426.0	6425.0
3213	6427.0	6428.0
3214	6430.0	6429.0
3215	6432.0	6431.0
3216	6434.0	6433.0
3217	6435.0	6436.0
3218	6437.0	6438.0
3219	6440.0	6439.0
3220	6441.0	6442.0
3221	6443.0	6444.0
3222	6446.0	6445.0
3223	6447.0	6448.0
3224	6450.0	6449.0
3225	6451.0	6452.0
3226	6454.0	6453.0
3227	6455.0	6456.0
3228	6458.0	6457.0
3229	6460.0	6459.0
3230	6462.0	6461.0
3231	6464.0	6463.0
3232	6466.0	6465.0
3233	6468.0	6467.0
3234	6469.0	6470.0
3235	6471.0	6472.0
3236	6473.0	6474.0
3237	6475.0	6476.0
3238	6478.0	6477.0
3239	6480.0	6479.0
3240	6481.0	6482.0
3241	6483.0	6484.0
3242	6486.0	6485.0
3243	6488.0	6487.0
3244	6490.0	6489.0
3245	6492.0	6491.0
3246	6494.0	6493.0
3247	6496.0	6495.0
3248	6498.0	6497.0
3249	6499.0	6500.0
3250	6501.0	6502.0
3251	6504.0	6503.0
3252	6506.0	6505.0
3253	6508.0	6507.0
3254	6510.0	6509.0
3255	6511.0	6512.0
3256	6513.0	6514.0
3257	6515.0	6516.0
3258	6518.0	6517.0
3259	6520.0	6519.0
3260	6522.0	6521.0
3261	6524.0	6523.0
3262	6526.0	6525.0
3263	6527.0	6528.0
3264	6529.0	6530.0
3265	6531.0	6532.0
3266	6533.0	6534.0
3267	6535.0	6536.0
3268	6538.0	6537.0
3269	6539.0	6540.0
3270	6541.0	6542.0
3271	6543.0	6544.0
3272	6545.0	6546.0
3273	6547.0	6548.0
3274	6550.0	6549.0
3275	6552.0	6551.0
3276	6553.0	6554.0
3277	6555.0	6556.0
3278	6557.0	6558.0
3279	6560.0	6559.0
3280	6562.0	6561.0
3281	6563.0	6564.0
3282	6565.0	6566.0
3283	6568.0	6567.0
3284	6570.0	6569.0
3285	6572.0	6571.0
3286	6574.0	6573.0
3287	6576.0	6575.0
3288	6577.0	6578.0
3289	6579.0	6580.0
3290	6582.0	6581.0
3291	6583.0	6584.0
3292	6586.0	6585.0
3293	6587.0	6588.0
3294	6590.0	6589.0
3295	6592.0	6591.0
3296	6593.0	6594.0
3297	6595.0	6596.0
3298	6598.0	6597.0
3299	6600.0	6599.0
3300	6602.0	6601.0
3301	6604.0	6603.0
3302	6605.0	6606.0
3303	6607.0	6608.0
3304	6610.0	6609.0
3305	6611.0	6612.0
3306	6614.0	6613.0
3307	6616.0	6615.0
3308	6617.0	6618.0
3309	6619.0	6620.0
3310	6621.0	6622.0
3311	6623.0	6624.0
3312	6626.0	6625.0
3313	6627.0	6628.0
3314	6629.0	6630.0
3315	6632.0	6631.0
3316	6633.0	6634.0
3317	6636.0	6635.0
3318	6638.0	6637.0
3319	6640.0	6639.0
3320	6641.0	6642.0
3321	6643.0	6644.0
3322	6645.0	6646.0
3323	6648.0	6647.0
3324	6650.0	6649.0
3325	6651.0	6652.0
3326	6653.0	6654.0
3327	6656.0	6655.0
3328	6657.0	6658.0
3329	6659.0	6660.0
3330	6662.0	6661.0
3331	6664.0	6663.0
3332	6666.0	6665.0
3333	6667.0	6668.0
3334	6669.0	6670.0
3335	6672.0	6671.0
3336	6674.0	6673.0
3337	6676.0	6675.0
3338	6677.0	6678.0
3339	6679.0	6680.0
3340	6682.0	6681.0
3341	6683.0	6684.0
3342	6686.0	6685.0
3343	6688.0	6687.0
3344	6689.0	6690.0
3345	6692.0	6691.0
3346	6694.0	6693.0
3347	6695.0	6696.0
3348	6697.0	6698.0
3349	6699.0	6700.0
3350	6701.0	6702.0
3351	6704.0	6703.0
3352	6706.0	6705.0
3353	6708.0	6707.0
3354	6710.0	6709.0
3355	6712.0	6711.0
3356	6713.0	6714.0
3357	6715.0	6716.0
3358	6718.0	6717.0
3359	6720.0	6719.0
3360	6722.0	6721.0
3361	6724.0	6723.0
3362	6725.0	6726.0
3363	6727.0	6728.0
3364	6730.0	6729.0
3365	6732.0	6731.0
3366	6733.0	6734.0
3367	6736.0	6735.0
3368	6738.0	6737.0
3369	6740.0	6739.0
3370	6742.0	6741.0
3371	6744.0	6743.0
3372	6746.0	6745.0
3373	6748.0	6747.0
3374	6750.0	6749.0
3375	6751.0	6752.0
3376	6754.0	6753.0
3377	6756.0	6755.0
