"","CaseID","contest_no","Education","Gender","Country of Origin","Reason for Application","Job","Job Experience","Job Plans","Prior Entry","Language Skills","Chosen_Immigrant","ethnocentrism","profile","LangPos","PriorPos"
"8175",930,3,"high school","male","France","reunite with family","waiter","none","will look for work","once w/o authorization","fluent English",0,5,1,2,4
"8176",930,3,"4th grade","female","Somalia","reunite with family","nurse","none","contract with employer","six months with family","broken English",1,5,2,2,4
"8177",930,4,"8th grade","female","Somalia","seek better job","construction worker","none","will look for work","once as tourist","used interpreter",0,5,1,2,4
"8178",930,4,"high school","male","Mexico","reunite with family","construction worker","1-2 years","will look for work","never","used interpreter",1,5,2,2,4
"8179",930,5,"college degree","female","Philippines","seek better job","computer programmer","5+ years","contract with employer","six months with family","used interpreter",1,5,1,2,4
"8180",930,5,"high school","male","India","seek better job","child care provider","1-2 years","interviews with employer","six months with family","used interpreter",0,5,2,2,4
"8181",931,1,"two-year college","male","France","reunite with family","computer programmer","none","will look for work","six months with family","tried English but unable",1,25,1,1,7
"8182",931,1,"8th grade","male","Somalia","escape persecution","waiter","3-5 years","will look for work","six months with family","tried English but unable",0,25,2,1,7
"8183",931,2,"graduate degree","male","Philippines","reunite with family","teacher","5+ years","no plans to look for work","once w/o authorization","tried English but unable",0,25,1,1,7
"8184",931,2,"two-year college","female","China","escape persecution","child care provider","none","contract with employer","never","fluent English",1,25,2,1,7
"8185",931,3,"graduate degree","male","Philippines","reunite with family","gardener","1-2 years","no plans to look for work","six months with family","broken English",1,25,1,1,7
"8186",931,3,"8th grade","male","Sudan","escape persecution","waiter","1-2 years","will look for work","once w/o authorization","tried English but unable",0,25,2,1,7
"8187",931,4,"two-year college","male","Sudan","reunite with family","financial analyst","1-2 years","contract with employer","once as tourist","broken English",1,25,1,1,7
"8188",931,4,"two-year college","male","Philippines","seek better job","construction worker","3-5 years","no plans to look for work","once as tourist","used interpreter",0,25,2,1,7
"8189",931,5,"high school","female","Poland","reunite with family","gardener","3-5 years","no plans to look for work","many times as tourist","broken English",1,25,1,1,7
"8190",931,5,"no formal","female","Mexico","seek better job","child care provider","5+ years","contract with employer","many times as tourist","tried English but unable",0,25,2,1,7
"8191",932,1,"no formal","female","China","reunite with family","teacher","1-2 years","contract with employer","six months with family","broken English",0,NA,1,1,2
"8192",932,1,"two-year college","female","Germany","reunite with family","doctor","none","no plans to look for work","once w/o authorization","fluent English",1,NA,2,1,2
"8193",932,2,"college degree","male","China","seek better job","nurse","5+ years","interviews with employer","once as tourist","fluent English",0,NA,1,1,2
"8194",932,2,"8th grade","female","Mexico","seek better job","child care provider","3-5 years","contract with employer","once as tourist","fluent English",1,NA,2,1,2
"8195",932,3,"two-year college","female","France","reunite with family","nurse","3-5 years","no plans to look for work","many times as tourist","fluent English",1,NA,1,1,2
"8196",932,3,"4th grade","female","Somalia","escape persecution","construction worker","5+ years","contract with employer","many times as tourist","tried English but unable",0,NA,2,1,2
"8197",932,4,"8th grade","male","China","seek better job","construction worker","none","interviews with employer","once as tourist","used interpreter",0,NA,1,1,2
"8198",932,4,"college degree","female","Iraq","reunite with family","computer programmer","1-2 years","contract with employer","never","fluent English",1,NA,2,1,2
"8199",932,5,"two-year college","male","Philippines","seek better job","financial analyst","5+ years","interviews with employer","six months with family","used interpreter",1,NA,1,1,2
"8200",932,5,"graduate degree","male","Germany","reunite with family","gardener","3-5 years","interviews with employer","many times as tourist","broken English",0,NA,2,1,2
"8201",934,1,"4th grade","female","Poland","reunite with family","teacher","none","will look for work","many times as tourist","tried English but unable",0,10,1,8,6
"8202",934,1,"graduate degree","female","Philippines","reunite with family","research scientist","1-2 years","interviews with employer","once w/o authorization","tried English but unable",1,10,2,8,6
"8203",934,2,"high school","male","Sudan","seek better job","teacher","none","contract with employer","once w/o authorization","used interpreter",0,10,1,8,6
"8204",934,2,"no formal","male","Germany","seek better job","teacher","3-5 years","no plans to look for work","once w/o authorization","fluent English",1,10,2,8,6
"8205",934,3,"college degree","male","Germany","reunite with family","computer programmer","5+ years","will look for work","many times as tourist","fluent English",0,10,1,8,6
"8206",934,3,"high school","female","Philippines","reunite with family","janitor","5+ years","contract with employer","once w/o authorization","fluent English",1,10,2,8,6
"8207",934,4,"8th grade","female","Germany","reunite with family","teacher","1-2 years","no plans to look for work","once w/o authorization","fluent English",1,10,1,8,6
"8208",934,4,"graduate degree","female","Sudan","reunite with family","janitor","5+ years","no plans to look for work","six months with family","used interpreter",0,10,2,8,6
"8209",934,5,"high school","female","Philippines","reunite with family","construction worker","none","will look for work","many times as tourist","tried English but unable",1,10,1,8,6
"8210",934,5,"no formal","male","Iraq","reunite with family","waiter","1-2 years","will look for work","once w/o authorization","broken English",0,10,2,8,6
"8211",935,1,"two-year college","female","Mexico","reunite with family","research scientist","3-5 years","no plans to look for work","once w/o authorization","tried English but unable",0,6.666664,1,7,5
"8212",935,1,"high school","female","France","seek better job","construction worker","3-5 years","will look for work","never","fluent English",1,6.666664,2,7,5
"8213",935,2,"high school","male","Sudan","reunite with family","construction worker","1-2 years","no plans to look for work","once as tourist","tried English but unable",1,6.666664,1,7,5
"8214",935,2,"4th grade","female","Mexico","seek better job","nurse","5+ years","no plans to look for work","once as tourist","tried English but unable",0,6.666664,2,7,5
"8215",935,3,"graduate degree","female","Sudan","reunite with family","construction worker","1-2 years","will look for work","never","tried English but unable",0,6.666664,1,7,5
"8216",935,3,"college degree","male","Philippines","seek better job","research scientist","1-2 years","contract with employer","once w/o authorization","fluent English",1,6.666664,2,7,5
"8217",935,4,"two-year college","female","France","reunite with family","gardener","3-5 years","will look for work","once w/o authorization","tried English but unable",0,6.666664,1,7,5
"8218",935,4,"graduate degree","male","France","seek better job","janitor","5+ years","contract with employer","never","used interpreter",1,6.666664,2,7,5
"8219",935,5,"graduate degree","male","Somalia","escape persecution","waiter","1-2 years","no plans to look for work","many times as tourist","fluent English",1,6.666664,1,7,5
"8220",935,5,"8th grade","female","France","reunite with family","construction worker","1-2 years","no plans to look for work","once w/o authorization","tried English but unable",0,6.666664,2,7,5
"8221",936,1,"two-year college","male","Germany","reunite with family","waiter","1-2 years","contract with employer","many times as tourist","used interpreter",0,10,1,2,3
"8222",936,1,"graduate degree","male","China","seek better job","gardener","5+ years","no plans to look for work","once as tourist","broken English",1,10,2,2,3
"8223",936,2,"no formal","male","Germany","reunite with family","waiter","5+ years","no plans to look for work","never","broken English",0,10,1,2,3
"8224",936,2,"4th grade","male","Poland","seek better job","child care provider","3-5 years","interviews with employer","once as tourist","used interpreter",1,10,2,2,3
"8225",936,3,"no formal","female","India","reunite with family","gardener","1-2 years","will look for work","once w/o authorization","used interpreter",0,10,1,2,3
"8226",936,3,"4th grade","male","Poland","seek better job","child care provider","none","will look for work","once w/o authorization","fluent English",1,10,2,2,3
"8227",936,4,"no formal","male","Germany","reunite with family","nurse","5+ years","interviews with employer","once w/o authorization","broken English",1,10,1,2,3
"8228",936,4,"college degree","female","Philippines","seek better job","janitor","1-2 years","no plans to look for work","six months with family","used interpreter",0,10,2,2,3
"8229",936,5,"two-year college","male","France","reunite with family","teacher","3-5 years","interviews with employer","six months with family","used interpreter",0,10,1,2,3
"8230",936,5,"college degree","female","India","reunite with family","janitor","5+ years","interviews with employer","six months with family","broken English",1,10,2,2,3
"8231",937,1,"high school","male","Poland","reunite with family","gardener","1-2 years","no plans to look for work","six months with family","broken English",0,85.333336,1,9,1
"8232",937,1,"8th grade","female","Somalia","reunite with family","child care provider","1-2 years","contract with employer","many times as tourist","fluent English",1,85.333336,2,9,1
"8233",937,2,"8th grade","male","Poland","reunite with family","waiter","5+ years","interviews with employer","once w/o authorization","tried English but unable",0,85.333336,1,9,1
"8234",937,2,"no formal","male","Germany","seek better job","child care provider","3-5 years","interviews with employer","once as tourist","fluent English",1,85.333336,2,9,1
"8235",937,3,"8th grade","male","Germany","reunite with family","child care provider","5+ years","will look for work","many times as tourist","fluent English",1,85.333336,1,9,1
"8236",937,3,"4th grade","female","Iraq","seek better job","gardener","5+ years","will look for work","many times as tourist","tried English but unable",0,85.333336,2,9,1
"8237",937,4,"two-year college","male","Mexico","reunite with family","doctor","1-2 years","contract with employer","six months with family","fluent English",1,85.333336,1,9,1
"8238",937,4,"two-year college","male","Somalia","escape persecution","child care provider","1-2 years","will look for work","six months with family","used interpreter",0,85.333336,2,9,1
"8239",937,5,"two-year college","male","Mexico","seek better job","gardener","1-2 years","interviews with employer","once w/o authorization","fluent English",0,85.333336,1,9,1
"8240",937,5,"graduate degree","female","India","reunite with family","gardener","1-2 years","interviews with employer","six months with family","broken English",1,85.333336,2,9,1
"8241",938,1,"no formal","male","Iraq","reunite with family","gardener","3-5 years","interviews with employer","once w/o authorization","broken English",0,46.666668,1,6,1
"8242",938,1,"high school","female","Mexico","reunite with family","janitor","3-5 years","will look for work","six months with family","used interpreter",1,46.666668,2,6,1
"8243",938,2,"graduate degree","male","Germany","seek better job","nurse","none","contract with employer","once w/o authorization","tried English but unable",1,46.666668,1,6,1
"8244",938,2,"college degree","male","Mexico","seek better job","doctor","5+ years","no plans to look for work","once w/o authorization","tried English but unable",0,46.666668,2,6,1
"8245",938,3,"two-year college","male","Iraq","escape persecution","doctor","5+ years","contract with employer","six months with family","used interpreter",0,46.666668,1,6,1
"8246",938,3,"college degree","male","Philippines","seek better job","construction worker","5+ years","no plans to look for work","once w/o authorization","fluent English",1,46.666668,2,6,1
"8247",938,4,"two-year college","female","Poland","seek better job","waiter","none","contract with employer","six months with family","fluent English",1,46.666668,1,6,1
"8248",938,4,"two-year college","female","Sudan","escape persecution","waiter","5+ years","interviews with employer","six months with family","tried English but unable",0,46.666668,2,6,1
"8249",938,5,"high school","female","Somalia","reunite with family","waiter","1-2 years","no plans to look for work","many times as tourist","broken English",0,46.666668,1,6,1
"8250",938,5,"college degree","female","Philippines","seek better job","gardener","none","interviews with employer","once as tourist","tried English but unable",1,46.666668,2,6,1
"8251",939,1,"8th grade","female","Poland","seek better job","teacher","5+ years","interviews with employer","many times as tourist","fluent English",1,NA,1,7,9
"8252",939,1,"no formal","male","Germany","seek better job","construction worker","5+ years","no plans to look for work","never","used interpreter",0,NA,2,7,9
"8253",939,2,"no formal","female","Mexico","reunite with family","teacher","5+ years","interviews with employer","many times as tourist","used interpreter",0,NA,1,7,9
"8254",939,2,"college degree","male","India","seek better job","waiter","none","will look for work","once as tourist","fluent English",1,NA,2,7,9
"8255",939,3,"4th grade","male","Sudan","escape persecution","teacher","5+ years","will look for work","once as tourist","fluent English",0,NA,1,7,9
"8256",939,3,"two-year college","male","Poland","reunite with family","construction worker","1-2 years","no plans to look for work","once as tourist","used interpreter",1,NA,2,7,9
"8257",939,4,"two-year college","male","China","escape persecution","nurse","none","interviews with employer","never","broken English",0,NA,1,7,9
"8258",939,4,"two-year college","female","India","reunite with family","doctor","3-5 years","no plans to look for work","once as tourist","fluent English",1,NA,2,7,9
"8259",939,5,"8th grade","male","Iraq","escape persecution","waiter","5+ years","will look for work","once w/o authorization","used interpreter",0,NA,1,7,9
"8260",939,5,"4th grade","male","Philippines","seek better job","janitor","1-2 years","contract with employer","never","fluent English",1,NA,2,7,9
"8261",940,1,"high school","female","Mexico","seek better job","teacher","5+ years","will look for work","never","tried English but unable",1,NA,1,2,5
"8262",940,1,"8th grade","female","Mexico","seek better job","waiter","5+ years","will look for work","never","used interpreter",0,NA,2,2,5
"8263",940,2,"4th grade","female","India","reunite with family","janitor","3-5 years","contract with employer","many times as tourist","tried English but unable",0,NA,1,2,5
"8264",940,2,"no formal","male","Somalia","reunite with family","teacher","3-5 years","interviews with employer","once as tourist","used interpreter",1,NA,2,2,5
"8265",940,3,"college degree","male","Poland","reunite with family","teacher","none","interviews with employer","never","fluent English",1,NA,1,2,5
"8266",940,3,"graduate degree","male","China","reunite with family","janitor","3-5 years","no plans to look for work","never","fluent English",0,NA,2,2,5
"8267",940,4,"high school","male","France","seek better job","janitor","1-2 years","no plans to look for work","once w/o authorization","broken English",0,NA,1,2,5
"8268",940,4,"high school","female","Iraq","seek better job","teacher","1-2 years","will look for work","many times as tourist","used interpreter",1,NA,2,2,5
"8269",940,5,"8th grade","female","Poland","reunite with family","janitor","1-2 years","contract with employer","never","tried English but unable",1,NA,1,2,5
"8270",940,5,"high school","male","Iraq","seek better job","waiter","3-5 years","no plans to look for work","never","tried English but unable",0,NA,2,2,5
"8271",941,1,"8th grade","female","France","reunite with family","janitor","5+ years","will look for work","never","fluent English",0,NA,1,5,3
"8272",941,1,"4th grade","female","Mexico","reunite with family","construction worker","none","contract with employer","many times as tourist","fluent English",1,NA,2,5,3
"8273",941,2,"high school","female","Poland","seek better job","nurse","5+ years","will look for work","once as tourist","tried English but unable",1,NA,1,5,3
"8274",941,2,"8th grade","male","Mexico","seek better job","child care provider","3-5 years","no plans to look for work","once as tourist","used interpreter",0,NA,2,5,3
"8275",941,3,"no formal","male","Germany","reunite with family","construction worker","5+ years","will look for work","once as tourist","broken English",1,NA,1,5,3
"8276",941,3,"no formal","female","Poland","reunite with family","nurse","1-2 years","no plans to look for work","once as tourist","broken English",0,NA,2,5,3
"8277",941,4,"high school","female","Mexico","reunite with family","gardener","1-2 years","will look for work","six months with family","tried English but unable",1,NA,1,5,3
"8278",941,4,"8th grade","male","France","reunite with family","nurse","none","interviews with employer","many times as tourist","fluent English",0,NA,2,5,3
"8279",941,5,"high school","female","Somalia","seek better job","construction worker","none","will look for work","six months with family","fluent English",1,NA,1,5,3
"8280",941,5,"4th grade","male","Iraq","reunite with family","construction worker","none","no plans to look for work","once w/o authorization","broken English",0,NA,2,5,3
"8281",942,1,"high school","male","France","reunite with family","waiter","1-2 years","interviews with employer","six months with family","broken English",1,NA,1,2,1
"8282",942,1,"two-year college","male","India","reunite with family","janitor","1-2 years","no plans to look for work","once w/o authorization","tried English but unable",0,NA,2,2,1
"8283",942,2,"graduate degree","male","Poland","seek better job","waiter","none","will look for work","never","tried English but unable",1,NA,1,2,1
"8284",942,2,"no formal","male","Iraq","escape persecution","teacher","none","no plans to look for work","six months with family","fluent English",0,NA,2,2,1
"8285",942,3,"high school","female","Poland","reunite with family","janitor","1-2 years","contract with employer","six months with family","tried English but unable",0,NA,1,2,1
"8286",942,3,"college degree","female","Poland","reunite with family","janitor","3-5 years","interviews with employer","many times as tourist","fluent English",1,NA,2,2,1
"8287",942,4,"graduate degree","male","Somalia","escape persecution","doctor","1-2 years","no plans to look for work","never","broken English",0,NA,1,2,1
"8288",942,4,"high school","female","India","reunite with family","child care provider","1-2 years","interviews with employer","once w/o authorization","broken English",1,NA,2,2,1
"8289",942,5,"4th grade","female","Philippines","reunite with family","gardener","1-2 years","will look for work","many times as tourist","fluent English",0,NA,1,2,1
"8290",942,5,"college degree","male","France","seek better job","janitor","1-2 years","interviews with employer","never","tried English but unable",1,NA,2,2,1
"8291",944,1,"two-year college","female","Poland","seek better job","janitor","none","contract with employer","once w/o authorization","used interpreter",0,-8.333332,1,7,6
"8292",944,1,"4th grade","female","Sudan","escape persecution","child care provider","none","contract with employer","six months with family","tried English but unable",1,-8.333332,2,7,6
"8293",944,2,"college degree","male","Germany","seek better job","waiter","5+ years","will look for work","once w/o authorization","fluent English",1,-8.333332,1,7,6
"8294",944,2,"high school","male","China","seek better job","child care provider","3-5 years","interviews with employer","once as tourist","broken English",0,-8.333332,2,7,6
"8295",944,3,"no formal","female","India","seek better job","nurse","none","no plans to look for work","once w/o authorization","fluent English",0,-8.333332,1,7,6
"8296",944,3,"8th grade","male","Somalia","seek better job","waiter","5+ years","no plans to look for work","once as tourist","used interpreter",1,-8.333332,2,7,6
"8297",944,4,"no formal","female","Poland","seek better job","child care provider","1-2 years","no plans to look for work","once w/o authorization","broken English",0,-8.333332,1,7,6
"8298",944,4,"no formal","female","Philippines","reunite with family","janitor","none","will look for work","once as tourist","used interpreter",1,-8.333332,2,7,6
"8299",944,5,"4th grade","female","China","reunite with family","teacher","5+ years","will look for work","once as tourist","broken English",1,-8.333332,1,7,6
"8300",944,5,"college degree","female","Poland","reunite with family","waiter","5+ years","no plans to look for work","six months with family","used interpreter",0,-8.333332,2,7,6
"8301",945,1,"4th grade","male","Germany","seek better job","janitor","5+ years","contract with employer","once as tourist","fluent English",1,-8.333332,1,8,6
"8302",945,1,"no formal","female","Iraq","seek better job","construction worker","1-2 years","interviews with employer","once w/o authorization","fluent English",0,-8.333332,2,8,6
"8303",945,2,"4th grade","female","Mexico","reunite with family","nurse","1-2 years","interviews with employer","never","tried English but unable",0,-8.333332,1,8,6
"8304",945,2,"no formal","male","India","reunite with family","waiter","1-2 years","interviews with employer","once as tourist","used interpreter",1,-8.333332,2,8,6
"8305",945,3,"8th grade","female","China","escape persecution","waiter","1-2 years","interviews with employer","never","broken English",1,-8.333332,1,8,6
"8306",945,3,"college degree","male","Iraq","seek better job","gardener","1-2 years","no plans to look for work","once w/o authorization","fluent English",0,-8.333332,2,8,6
"8307",945,4,"college degree","female","India","seek better job","janitor","5+ years","contract with employer","once w/o authorization","tried English but unable",0,-8.333332,1,8,6
"8308",945,4,"8th grade","female","Somalia","escape persecution","nurse","none","contract with employer","six months with family","fluent English",1,-8.333332,2,8,6
"8309",945,5,"4th grade","female","India","seek better job","construction worker","3-5 years","no plans to look for work","many times as tourist","fluent English",0,-8.333332,1,8,6
"8310",945,5,"college degree","male","Poland","seek better job","janitor","5+ years","interviews with employer","never","broken English",1,-8.333332,2,8,6
"8311",946,1,"8th grade","male","Sudan","escape persecution","construction worker","1-2 years","contract with employer","once w/o authorization","used interpreter",1,NA,1,1,5
"8312",946,1,"two-year college","female","Poland","seek better job","janitor","5+ years","no plans to look for work","once w/o authorization","used interpreter",0,NA,2,1,5
"8313",946,2,"high school","male","France","reunite with family","child care provider","none","interviews with employer","six months with family","tried English but unable",0,NA,1,1,5
"8314",946,2,"graduate degree","female","China","reunite with family","janitor","1-2 years","interviews with employer","many times as tourist","broken English",1,NA,2,1,5
"8315",946,3,"high school","male","Poland","reunite with family","construction worker","1-2 years","interviews with employer","never","tried English but unable",0,NA,1,1,5
"8316",946,3,"8th grade","female","India","seek better job","janitor","3-5 years","will look for work","never","tried English but unable",1,NA,2,1,5
"8317",946,4,"8th grade","female","China","seek better job","nurse","5+ years","will look for work","once w/o authorization","fluent English",0,NA,1,1,5
"8318",946,4,"8th grade","female","India","seek better job","teacher","1-2 years","no plans to look for work","six months with family","fluent English",1,NA,2,1,5
"8319",946,5,"high school","female","Mexico","seek better job","gardener","5+ years","interviews with employer","six months with family","tried English but unable",0,NA,1,1,5
"8320",946,5,"8th grade","male","India","seek better job","gardener","none","contract with employer","never","used interpreter",1,NA,2,1,5
"8321",947,1,"graduate degree","female","Somalia","reunite with family","research scientist","none","no plans to look for work","many times as tourist","fluent English",0,0,1,8,6
"8322",947,1,"8th grade","male","France","seek better job","waiter","1-2 years","interviews with employer","once as tourist","fluent English",1,0,2,8,6
"8323",947,2,"graduate degree","female","Somalia","escape persecution","financial analyst","1-2 years","interviews with employer","once as tourist","fluent English",0,0,1,8,6
"8324",947,2,"two-year college","female","Iraq","reunite with family","teacher","1-2 years","interviews with employer","once w/o authorization","tried English but unable",1,0,2,8,6
"8325",947,3,"8th grade","male","Philippines","reunite with family","teacher","none","will look for work","once w/o authorization","used interpreter",0,0,1,8,6
"8326",947,3,"graduate degree","female","Philippines","seek better job","child care provider","none","will look for work","many times as tourist","broken English",1,0,2,8,6
"8327",947,4,"no formal","female","Philippines","reunite with family","construction worker","1-2 years","no plans to look for work","once as tourist","fluent English",0,0,1,8,6
"8328",947,4,"4th grade","female","Iraq","seek better job","teacher","3-5 years","interviews with employer","many times as tourist","fluent English",1,0,2,8,6
"8329",947,5,"two-year college","female","Poland","reunite with family","financial analyst","5+ years","interviews with employer","many times as tourist","tried English but unable",0,0,1,8,6
"8330",947,5,"8th grade","female","Poland","reunite with family","nurse","1-2 years","contract with employer","six months with family","tried English but unable",1,0,2,8,6
"8331",948,1,"no formal","male","Mexico","reunite with family","teacher","3-5 years","interviews with employer","once as tourist","tried English but unable",1,NA,1,6,2
"8332",948,1,"college degree","male","Sudan","seek better job","gardener","none","will look for work","many times as tourist","tried English but unable",0,NA,2,6,2
"8333",948,2,"graduate degree","female","Iraq","escape persecution","gardener","1-2 years","contract with employer","once w/o authorization","broken English",1,NA,1,6,2
"8334",948,2,"college degree","female","Mexico","seek better job","construction worker","none","no plans to look for work","once as tourist","used interpreter",0,NA,2,6,2
"8335",948,3,"4th grade","male","Poland","reunite with family","waiter","5+ years","no plans to look for work","never","tried English but unable",0,NA,1,6,2
"8336",948,3,"no formal","female","France","reunite with family","construction worker","1-2 years","will look for work","once w/o authorization","broken English",1,NA,2,6,2
"8337",948,4,"no formal","male","Iraq","escape persecution","construction worker","1-2 years","no plans to look for work","once w/o authorization","fluent English",1,NA,1,6,2
"8338",948,4,"high school","female","India","reunite with family","teacher","1-2 years","contract with employer","once as tourist","broken English",0,NA,2,6,2
"8339",948,5,"graduate degree","male","Philippines","reunite with family","teacher","1-2 years","interviews with employer","once as tourist","used interpreter",1,NA,1,6,2
"8340",948,5,"4th grade","male","Mexico","seek better job","teacher","1-2 years","no plans to look for work","once w/o authorization","used interpreter",0,NA,2,6,2
"8341",950,1,"high school","male","India","seek better job","waiter","3-5 years","no plans to look for work","once as tourist","fluent English",1,53.333332,1,1,2
"8342",950,1,"two-year college","female","Poland","seek better job","financial analyst","none","interviews with employer","never","fluent English",0,53.333332,2,1,2
"8343",950,2,"no formal","female","Germany","seek better job","janitor","1-2 years","no plans to look for work","once as tourist","broken English",0,53.333332,1,1,2
"8344",950,2,"two-year college","female","India","seek better job","gardener","5+ years","no plans to look for work","once as tourist","fluent English",1,53.333332,2,1,2
"8345",950,3,"4th grade","female","Sudan","reunite with family","waiter","3-5 years","no plans to look for work","once as tourist","broken English",0,53.333332,1,1,2
"8346",950,3,"4th grade","female","China","escape persecution","teacher","none","will look for work","never","tried English but unable",1,53.333332,2,1,2
"8347",950,4,"high school","female","China","reunite with family","teacher","none","contract with employer","six months with family","used interpreter",0,53.333332,1,1,2
"8348",950,4,"two-year college","female","Germany","reunite with family","child care provider","3-5 years","no plans to look for work","once w/o authorization","fluent English",1,53.333332,2,1,2
"8349",950,5,"graduate degree","male","Poland","seek better job","gardener","5+ years","no plans to look for work","once w/o authorization","tried English but unable",0,53.333332,1,1,2
"8350",950,5,"high school","male","Philippines","seek better job","gardener","5+ years","will look for work","once as tourist","fluent English",1,53.333332,2,1,2
"8351",951,1,"two-year college","male","India","reunite with family","construction worker","1-2 years","contract with employer","never","fluent English",1,6.666668,1,4,5
"8352",951,1,"graduate degree","male","Iraq","reunite with family","nurse","5+ years","contract with employer","once as tourist","used interpreter",0,6.666668,2,4,5
"8353",951,2,"college degree","female","France","reunite with family","financial analyst","3-5 years","contract with employer","many times as tourist","fluent English",1,6.666668,1,4,5
"8354",951,2,"no formal","female","Iraq","escape persecution","child care provider","5+ years","no plans to look for work","once w/o authorization","tried English but unable",0,6.666668,2,4,5
"8355",951,3,"no formal","male","Germany","seek better job","teacher","none","will look for work","once as tourist","broken English",1,6.666668,1,4,5
"8356",951,3,"high school","female","Mexico","reunite with family","waiter","none","interviews with employer","once as tourist","tried English but unable",0,6.666668,2,4,5
"8357",951,4,"graduate degree","female","Philippines","seek better job","janitor","1-2 years","will look for work","six months with family","used interpreter",0,6.666668,1,4,5
"8358",951,4,"two-year college","female","Germany","seek better job","gardener","1-2 years","will look for work","once as tourist","broken English",1,6.666668,2,4,5
"8359",951,5,"8th grade","male","Sudan","seek better job","construction worker","1-2 years","will look for work","once as tourist","tried English but unable",1,6.666668,1,4,5
"8360",951,5,"no formal","female","Sudan","seek better job","construction worker","none","contract with employer","never","tried English but unable",0,6.666668,2,4,5
"8361",952,1,"high school","female","Iraq","seek better job","teacher","none","no plans to look for work","many times as tourist","broken English",1,48.333336,1,1,3
"8362",952,1,"high school","male","Philippines","seek better job","nurse","5+ years","interviews with employer","once w/o authorization","used interpreter",0,48.333336,2,1,3
"8363",952,2,"no formal","female","Sudan","escape persecution","child care provider","none","interviews with employer","never","tried English but unable",0,48.333336,1,1,3
"8364",952,2,"high school","female","France","reunite with family","teacher","1-2 years","no plans to look for work","never","fluent English",1,48.333336,2,1,3
"8365",952,3,"high school","male","China","reunite with family","waiter","5+ years","no plans to look for work","many times as tourist","fluent English",0,48.333336,1,1,3
"8366",952,3,"no formal","female","France","reunite with family","gardener","1-2 years","interviews with employer","many times as tourist","broken English",1,48.333336,2,1,3
"8367",952,4,"two-year college","male","Poland","seek better job","computer programmer","5+ years","contract with employer","never","tried English but unable",1,48.333336,1,1,3
"8368",952,4,"graduate degree","female","China","seek better job","waiter","3-5 years","contract with employer","once as tourist","used interpreter",0,48.333336,2,1,3
"8369",952,5,"no formal","female","Sudan","escape persecution","janitor","1-2 years","contract with employer","once as tourist","broken English",0,48.333336,1,1,3
"8370",952,5,"no formal","male","India","reunite with family","child care provider","1-2 years","contract with employer","never","broken English",1,48.333336,2,1,3
"8371",953,1,"8th grade","male","Poland","reunite with family","janitor","3-5 years","contract with employer","never","tried English but unable",1,0,1,8,9
"8372",953,1,"two-year college","male","Iraq","escape persecution","child care provider","3-5 years","will look for work","once w/o authorization","fluent English",0,0,2,8,9
"8373",953,2,"high school","female","France","reunite with family","child care provider","none","no plans to look for work","once w/o authorization","fluent English",0,0,1,8,9
"8374",953,2,"no formal","female","China","seek better job","gardener","3-5 years","will look for work","never","used interpreter",1,0,2,8,9
"8375",953,3,"8th grade","male","Germany","seek better job","construction worker","1-2 years","will look for work","once w/o authorization","broken English",0,0,1,8,9
"8376",953,3,"college degree","male","Poland","reunite with family","waiter","1-2 years","contract with employer","never","used interpreter",1,0,2,8,9
"8377",953,4,"4th grade","male","France","seek better job","janitor","1-2 years","interviews with employer","once as tourist","used interpreter",1,0,1,8,9
"8378",953,4,"graduate degree","male","Germany","reunite with family","waiter","none","no plans to look for work","once w/o authorization","fluent English",0,0,2,8,9
"8379",953,5,"graduate degree","male","China","reunite with family","doctor","5+ years","will look for work","never","broken English",0,0,1,8,9
"8380",953,5,"college degree","male","China","escape persecution","nurse","none","will look for work","never","fluent English",1,0,2,8,9
"8381",955,1,"two-year college","male","Poland","seek better job","janitor","5+ years","contract with employer","once as tourist","broken English",1,0,1,9,1
"8382",955,1,"college degree","male","India","reunite with family","child care provider","1-2 years","interviews with employer","once w/o authorization","used interpreter",0,0,2,9,1
"8383",955,2,"no formal","female","India","reunite with family","waiter","1-2 years","contract with employer","six months with family","used interpreter",0,0,1,9,1
"8384",955,2,"no formal","female","Philippines","reunite with family","teacher","1-2 years","no plans to look for work","six months with family","fluent English",1,0,2,9,1
"8385",955,3,"graduate degree","male","India","seek better job","computer programmer","3-5 years","will look for work","many times as tourist","fluent English",1,0,1,9,1
"8386",955,3,"high school","female","Mexico","seek better job","nurse","none","interviews with employer","once as tourist","fluent English",0,0,2,9,1
"8387",955,4,"4th grade","male","India","reunite with family","child care provider","5+ years","interviews with employer","once w/o authorization","used interpreter",0,0,1,9,1
"8388",955,4,"high school","female","China","reunite with family","child care provider","5+ years","no plans to look for work","once w/o authorization","tried English but unable",1,0,2,9,1
"8389",955,5,"two-year college","female","Germany","seek better job","computer programmer","3-5 years","interviews with employer","many times as tourist","broken English",1,0,1,9,1
"8390",955,5,"college degree","female","Poland","seek better job","research scientist","none","interviews with employer","never","tried English but unable",0,0,2,9,1
"8391",956,1,"4th grade","female","China","escape persecution","waiter","1-2 years","interviews with employer","once as tourist","broken English",1,65,1,9,2
"8392",956,1,"college degree","female","China","reunite with family","janitor","5+ years","no plans to look for work","once w/o authorization","used interpreter",0,65,2,9,2
